id,name,level,hp,attack_min,attack_max,defense,defense_success_rate,element_attack_min,element_attack_max,element_defense,appear_maps,current_map_id,current_map_name,detail_url,image_url,local_image
3,蜘蛛,2,30,4,7,1,1,0,0,0,"勇者大陆,仙踪林,幻术园 血量 30 魔力值 攻击力 4 ~ 7 防御力 1 防御率 1 魔法防御 0 元素攻击 0 ~ 0 元素防御 0 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 武器 配件 技能 火球术 真空波术 掌心雷术 瞬间移动术 陨石术 冰封术 回旋穿刺卷轴 旋龙刺卷轴 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 苹果 小瓶治疗药水 小瓶魔力药水 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册",0,勇者大陆,https://mu.dvg.cn/monster_info.php?id=3,https://mu.dvg.cn/source/n_monster/Monster10.png,output\按地图分类\勇者大陆\images\蜘蛛_3.png
21,暗杀者,26,800,95,100,33,33,1,4,24,冰风谷 血量 800 魔力值 攻击力 95 ~ 100 防御力 33 防御率 33 魔法防御 0 元素攻击 1 ~ 4 元素防御 24 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 武器 卓越的 短斧 卓越的 东洋刀 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 昆顿印记 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册,2,冰风谷,https://mu.dvg.cn/monster_info.php?id=21,https://mu.dvg.cn/source/n_monster/Monster15.png,output\按地图分类\冰风谷\images\暗杀者_21.png
19,雪人,30,900,105,110,37,37,0,0,27,冰风谷 血量 900 魔力值 攻击力 105 ~ 110 防御力 37 防御率 37 魔法防御 0 元素攻击 0 ~ 0 元素防御 27 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 皮护手 卓越的 皮靴 卓越的 革盔 卓越的 革护手 卓越的 革靴 卓越的 藤护手 卓越的 藤靴 卓越的 圆盾 武器 卓越的 短斧 卓越的 短剑 卓越的 手斧 卓越的 短弓 卓越的 石弩 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 昆顿印记 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 灵魂宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册,2,冰风谷,https://mu.dvg.cn/monster_info.php?id=19,https://mu.dvg.cn/source/n_monster/Monster13.png,output\按地图分类\冰风谷\images\雪人_19.png
20,雪人王,36,1200,120,125,50,43,0,3,37,冰风谷 血量 1200 魔力值 攻击力 120 ~ 125 防御力 50 防御率 43 魔法防御 0 元素攻击 0 ~ 3 元素防御 37 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 皮盔 卓越的 皮铠 卓越的 皮护腿 卓越的 皮护手 卓越的 皮靴 卓越的 革盔 卓越的 革铠 卓越的 革护腿 卓越的 革护手 卓越的 革靴 卓越的 藤盔 卓越的 藤铠 卓越的 藤护腿 卓越的 藤护手 卓越的 藤靴 卓越的 罗慕斯特护手 卓越的 圆盾 卓越的 钢铁之盾 卓越的 战士之盾 武器 卓越的 短斧 卓越的 短剑 卓越的 手斧 卓越的 波刃剑 卓越的 石槌 卓越的 西洋剑 卓越的 短弓 卓越的 石弩 卓越的 长弓 卓越的 骷髅杖 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之书 恶魔之眼 恶魔之眼 昆顿印记 次元标识 奇怪的纸条 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 灵魂宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册,2,冰风谷,https://mu.dvg.cn/monster_info.php?id=20,https://mu.dvg.cn/source/n_monster/Monster14.png,output\按地图分类\冰风谷\images\雪人王_20.png
25,冰后,52,4000,155,165,90,76,4,5,67,冰风谷 血量 4000 魔力值 攻击力 155 ~ 165 防御力 90 防御率 76 魔法防御 0 元素攻击 4 ~ 5 元素防御 67 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 翡翠盔 卓越的 翡翠铠 卓越的 翡翠护腿 卓越的 翡翠护手 卓越的 翡翠靴 卓越的 风之盔 卓越的 风之铠 卓越的 风之护腿 卓越的 风之护手 卓越的 风之靴 卓越的 魔王之铠 卓越的 魔王之护腿 卓越的 魔王之护手 卓越的 魔王之靴 卓越的 飓风之盔 卓越的 飓风之铠 卓越的 飓风之护腿 卓越的 飓风之护手 卓越的 飓风之靴 卓越的 罗慕斯特之盔 卓越的 罗慕斯特之铠 卓越的 罗慕斯特护腿 卓越的 罗慕斯特护手 卓越的 罗慕斯特靴子 卓越的 战士之盾 卓越的 风之盾 卓越的 骷髅之盾 卓越的 自由之盾 卓越的 魔法之盾 卓越的 拉菲恩之盾 武器 卓越的 西洋剑 卓越的 暗杀者 卓越的 流星槌 卓越的 双刃斧 卓越的 东洋刀 卓越的 飞翔斧 卓越的 拉丁剑 卓越的 破坏之槌 卓越的 偃月刀 卓越的 双刃矛 卓越的 战矛 卓越的 斧刃矛 卓越的 黄金石弩 卓越的 精灵之弓 卓越的 火神弩 卓越的 巴特之弓 卓越的 战斗权杖 卓越的 拉菲恩长矛 卓越的 天使杖 卓越的 毒蛇杖 卓越的 迷之杖 卓越的 飓风之杖 配件 技能 星云火链卷轴 其他 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册,2,冰风谷,https://mu.dvg.cn/monster_info.php?id=25,https://mu.dvg.cn/source/n_monster/n_monster_19.png,output\按地图分类\冰风谷\images\冰后_25.png
14,骷髅兵,19,525,68,74,22,22,3,3,16,"勇者大陆,地下城 (1 ~ 3) 血量 525 魔力值 攻击力 68 ~ 74 防御力 22 防御率 22 魔法防御 0 元素攻击 3 ~ 3 元素防御 16 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 钢铁之盾 武器 卓越的 拉丁剑 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 火力爆发之石 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 昆顿印记 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册",1,地下城,https://mu.dvg.cn/monster_info.php?id=14,https://mu.dvg.cn/source/n_monster/n_monster_07.png,output\按地图分类\地下城\images\骷髅兵_14.png
12,毒虫,25,750,90,95,31,31,2,2,23,地下城 (1 ~ 3) 血量 750 魔力值 攻击力 90 ~ 95 防御力 31 防御率 31 魔法防御 0 元素攻击 2 ~ 2 元素防御 23 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 武器 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 火力爆发之石 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 昆顿印记 小生命圣水 酒 解毒剂 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册,1,地下城,https://mu.dvg.cn/monster_info.php?id=12,https://mu.dvg.cn/source/n_monster/Monster07.png,output\按地图分类\地下城\images\毒虫_12.png
17,独眼巨人,28,850,100,105,35,35,2,2,26,"地下城 (1 ~ 3),恶魔广场 (1 ~ 4) 血量 850 魔力值 攻击力 100 ~ 105 防御力 35 防御率 35 魔法防御 0 元素攻击 2 ~ 2 元素防御 26 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 革护手 卓越的 圆盾 武器 卓越的 短斧 卓越的 短剑 卓越的 末日之斧 卓越的 短弓 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 火力爆发之石 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 昆顿印记 小生命圣水 酒 解毒剂 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册",1,地下城,https://mu.dvg.cn/monster_info.php?id=17,https://mu.dvg.cn/source/n_monster/n_monster_11.png,output\按地图分类\地下城\images\独眼巨人_17.png
11,幽灵,32,1000,110,115,40,39,2,2,30,地下城 (1 ~ 3) 血量 1000 魔力值 攻击力 110 ~ 115 防御力 40 防御率 39 魔法防御 0 元素攻击 2 ~ 2 元素防御 30 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 皮盔 卓越的 皮护手 卓越的 皮靴 卓越的 革盔 卓越的 革护手 卓越的 革靴 卓越的 藤盔 卓越的 藤护手 卓越的 藤靴 卓越的 圆盾 卓越的 钢铁之盾 武器 卓越的 短斧 卓越的 短剑 卓越的 手斧 卓越的 波刃剑 卓越的 石槌 卓越的 短弓 卓越的 石弩 卓越的 骷髅杖 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 火力爆发之石 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 昆顿印记 次元标识 奇怪的纸条 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 灵魂宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册,1,地下城,https://mu.dvg.cn/monster_info.php?id=11,https://mu.dvg.cn/source/n_monster/Monster08.png,output\按地图分类\地下城\images\幽灵_11.png
15,骷髅弓箭手,34,1100,115,120,45,41,1,1,33,"地下城 (1 ~ 3),恶魔广场 (1 ~ 4) 血量 1100 魔力值 攻击力 115 ~ 120 防御力 45 防御率 41 魔法防御 0 元素攻击 1 ~ 1 元素防御 33 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 皮盔 卓越的 皮护腿 卓越的 皮护手 卓越的 皮靴 卓越的 革盔 卓越的 革护腿 卓越的 革护手 卓越的 革靴 卓越的 藤盔 卓越的 藤护腿 卓越的 藤护手 卓越的 藤靴 卓越的 圆盾 卓越的 战士之盾 卓越的 钢铁之盾 武器 卓越的 短斧 卓越的 短剑 卓越的 手斧 卓越的 波刃剑 卓越的 石槌 卓越的 西洋剑 卓越的 短弓 卓越的 石弩 卓越的 长弓 卓越的 精灵之弓 卓越的 骷髅杖 配件 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 火力爆发之石 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之骷 恶魔之眼 恶魔之钥 昆顿印记 次元标识 奇怪的纸条 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 灵魂宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册",1,地下城,https://mu.dvg.cn/monster_info.php?id=15,https://mu.dvg.cn/source/n_monster/n_monster_08.png,output\按地图分类\地下城\images\骷髅弓箭手_15.png
5,地狱猎犬怪,38,1400,125,130,55,45,1,1,41,"地下城 (1 ~ 3),恶魔广场 (1 ~ 4) 血量 1400 魔力值 攻击力 125 ~ 130 防御力 55 防御率 45 魔法防御 0 元素攻击 1 ~ 1 元素防御 41 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 皮盔 卓越的 皮铠 卓越的 皮护腿 卓越的 皮护手 卓越的 皮靴 卓越的 青铜护手 卓越的 青铜靴 卓越的 革盔 卓越的 革铠 卓越的 革护腿 卓越的 革护手 卓越的 革靴 卓越的 藤盔 卓越的 藤铠 卓越的 藤护腿 卓越的 藤护手 卓越的 藤靴 卓越的 罗慕斯特护手 卓越的 圆盾 卓越的 战士之盾 卓越的 钢铁之盾 卓越的 风之盾 卓越的 远古之盾 卓越的 拉菲恩之盾 武器 卓越的 短剑 卓越的 手斧 卓越的 波刃剑 卓越的 石槌 卓越的 西洋剑 卓越的 暗杀者 卓越的 流星槌 卓越的 双刃矛 卓越的 偃月刀 卓越的 短弓 卓越的 石弩 卓越的 长弓 卓越的 黄金石弩 卓越的 骷髅杖 配件 卓越的 火之项链 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 火力爆发之石 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之书 恶魔之眼 恶魔之眼 昆顿印记 次元标识 奇怪的纸条 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 灵魂宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册",1,地下城,https://mu.dvg.cn/monster_info.php?id=5,https://mu.dvg.cn/source/n_monster/n_monster_02.png,output\按地图分类\地下城\images\地狱猎犬怪_5.png
13,地狱蜘蛛,40,1600,130,135,60,47,0,0,45,"地下城 (1 ~ 3),恶魔广场 (1 ~ 4) 血量 1600 魔力值 攻击力 130 ~ 135 防御力 60 防御率 47 魔法防御 0 元素攻击 0 ~ 0 元素防御 45 元素攻击率 0 元素防御率 0 说两句 ? 掉落道具 防具 卓越的 皮盔 卓越的 皮铠 卓越的 皮护腿 卓越的 皮护手 卓越的 皮靴 卓越的 青铜护腿 卓越的 青铜护手 卓越的 青铜靴 卓越的 革盔 卓越的 革铠 卓越的 革护腿 卓越的 革靴 卓越的 骷髅护手 卓越的 藤盔 卓越的 藤铠 卓越的 藤护腿 卓越的 藤护手 卓越的 藤靴 卓越的 天蚕之护手 卓越的 天蚕之靴 卓越的 罗慕斯特护手 卓越的 罗慕斯特靴子 卓越的 战士之盾 卓越的 钢铁之盾 卓越的 风之盾 卓越的 骷髅之盾 卓越的 拉菲恩之盾 武器 卓越的 手斧 卓越的 波刃剑 卓越的 石槌 卓越的 西洋剑 卓越的 暗杀者 卓越的 流星槌 卓越的 双刃斧 卓越的 双刃矛 卓越的 战矛 卓越的 石弩 卓越的 长弓 卓越的 黄金石弩 卓越的 拉菲恩长矛 卓越的 骷髅杖 卓越的 毒蛇杖 配件 卓越的 火之项链 技能 钻云枪之石 霹雳回旋斩之石 玄月斩之石 火龙术 毒咒术 龙卷风术 黑龙波术 极光术 爆炎术 圣极光卷轴 星云召唤卷轴 摄魂咒 羊皮纸 昏睡 羊皮纸 斗神-御  羊皮纸 斗神-命  羊皮纸 链雷咒 羊皮纸 伤害反射 羊皮纸 幻龙破卷轴 黑曜石卷轴 狂怒卷轴 火力爆发之石 其他 回城卷轴 封印的银箱子 封印的金箱子 城主标识 血灵之书 血灵之书 恶魔之眼 恶魔之眼 昆顿印记 次元标识 奇怪的纸条 小生命圣水 酒 中瓶治疗药水 中瓶魔力药水 玛雅之石 祝福宝石 灵魂宝石 守护天使 小恶魔 兽角 Powered by 奇迹MU小册子 DVG小册子V2.0版 - DVG游戏网 本站是自发的个人非官方游戏资料攻略站点 ?2021-2026 本站由雨云提供免费计算赞助-游戏专用服务器推荐 魔兽世界80级数据库 | 希望宝典数据库 | 奇迹MU小册子 | 激战2小册子 | RO小册子 | 冒险岛小册子 | 命运方舟小册子 | 黑沙小册子 资料站QQ群 QQ群号：310862148 您可以 点击入群 ，或者扫码入群 期待您的加入 手机扫码浏览 用手机浏览器扫码浏览，喜欢我们请添加收藏！ 小册子微信小程序 打开微信扫一扫，关注奇迹MU小册子官方小程序。 登录 注册 使用微信快捷登录 使用账号密码登录 用户名 密码 记住我 忘记密码？ 登录 返回微信登录 使用微信快捷登录 使用账号注册 用户名 密码 确认密码 邮箱 点击显示验证码 我已阅读并同意 《用户协议》 和 《隐私政策》 注册 返回微信注册",1,地下城,https://mu.dvg.cn/monster_info.php?id=13,https://mu.dvg.cn/source/n_monster/n_monster_09.png,output\按地图分类\地下城\images\地狱蜘蛛_13.png
